logg,Teff,Z,a,b
5.0,36000.0,0.0,0.0436,0.2167
4.0,37000.0,0.0,0.015,0.3099
4.5,37000.0,0.0,0.0241,0.2523
5.0,37000.0,0.0,0.0378,0.2151
4.5,38000.0,0.0,0.0194,0.2519
5.0,38000.0,0.0,0.0319,0.2134
4.5,39000.0,0.0,0.0169,0.251
5.0,39000.0,0.0,0.0278,0.2107
4.5,40000.0,0.0,0.0149,0.2514
5.0,40000.0,0.0,0.0249,0.2081
4.5,41000.0,0.0,0.0134,0.2524
5.0,41000.0,0.0,0.0228,0.2064
4.5,42000.0,0.0,0.0115,0.2545
5.0,42000.0,0.0,0.0207,0.2059
4.5,43000.0,0.0,0.0094,0.2572
5.0,43000.0,0.0,0.0194,0.2057
4.5,44000.0,0.0,0.0076,0.2598
5.0,44000.0,0.0,0.0174,0.2065
4.5,45000.0,0.0,0.0055,0.2628
5.0,45000.0,0.0,0.0162,0.2068
4.5,46000.0,0.0,0.0036,0.2657
5.0,46000.0,0.0,0.0146,0.2077
5.0,47000.0,0.0,0.0126,0.209
5.0,48000.0,0.0,0.0112,0.2099
5.0,49000.0,0.0,0.0094,0.2112
5.0,50000.0,0.0,0.0079,0.2124
0.0,3500.0,0.0,0.9576,-0.0911
0.5,3500.0,0.0,0.9507,-0.0952
1.0,3500.0,0.0,0.9353,-0.0934
1.5,3500.0,0.0,0.9132,-0.0865
2.0,3500.0,0.0,0.8882,-0.0766
2.5,3500.0,0.0,0.861,-0.0631
3.0,3500.0,0.0,0.8202,-0.0326
3.5,3500.0,0.0,0.6979,0.0821
4.0,3500.0,0.0,0.5381,0.2284
4.5,3500.0,0.0,0.4239,0.3246
5.0,3500.0,0.0,0.3656,0.3702
0.0,3750.0,0.0,0.8689,-0.0127
0.5,3750.0,0.0,0.8765,-0.0227
1.0,3750.0,0.0,0.8811,-0.0337
1.5,3750.0,0.0,0.8837,-0.0457
2.0,3750.0,0.0,0.8826,-0.0564
2.5,3750.0,0.0,0.8767,-0.064
3.0,3750.0,0.0,0.864,-0.0651
3.5,3750.0,0.0,0.8116,-0.026
4.0,3750.0,0.0,0.633,0.1354
4.5,3750.0,0.0,0.4368,0.3061
5.0,3750.0,0.0,0.3232,0.3953
0.0,4000.0,0.0,0.7894,0.0405
0.5,4000.0,0.0,0.791,0.0417
1.0,4000.0,0.0,0.7946,0.0376
1.5,4000.0,0.0,0.7985,0.0304
2.0,4000.0,0.0,0.8017,0.0214
2.5,4000.0,0.0,0.8048,0.0107
3.0,4000.0,0.0,0.8064,-0.0004
3.5,4000.0,0.0,0.8024,-0.0071
4.0,4000.0,0.0,0.7479,0.0335
4.5,4000.0,0.0,0.5663,0.1891
5.0,4000.0,0.0,0.3752,0.3448
0.0,4250.0,0.0,0.7261,0.0736
0.5,4250.0,0.0,0.7247,0.0796
1.0,4250.0,0.0,0.7274,0.0788
1.5,4250.0,0.0,0.7283,0.0772
2.0,4250.0,0.0,0.7325,0.07
2.5,4250.0,0.0,0.7358,0.0624
3.0,4250.0,0.0,0.7388,0.054
3.5,4250.0,0.0,0.7396,0.0468
4.0,4250.0,0.0,0.7361,0.0435
4.5,4250.0,0.0,0.69,0.0784
5.0,4250.0,0.0,0.5373,0.2043
0.0,4500.0,0.0,0.6635,0.1079
0.5,4500.0,0.0,0.6617,0.1155
1.0,4500.0,0.0,0.6598,0.1202
1.5,4500.0,0.0,0.6617,0.1192
2.0,4500.0,0.0,0.6648,0.1151
2.5,4500.0,0.0,0.6721,0.1053
3.0,4500.0,0.0,0.6781,0.0955
3.5,4500.0,0.0,0.6821,0.0871
4.0,4500.0,0.0,0.6833,0.0809
4.5,4500.0,0.0,0.6808,0.0786
5.0,4500.0,0.0,0.6477,0.104
0.0,4750.0,0.0,0.5949,0.1493
0.5,4750.0,0.0,0.5944,0.1572
1.0,4750.0,0.0,0.5939,0.1615
1.5,4750.0,0.0,0.5937,0.1636
2.0,4750.0,0.0,0.5967,0.161
2.5,4750.0,0.0,0.6036,0.1534
3.0,4750.0,0.0,0.6099,0.1455
3.5,4750.0,0.0,0.6176,0.1351
4.0,4750.0,0.0,0.6224,0.127
4.5,4750.0,0.0,0.6257,0.1201
5.0,4750.0,0.0,0.6245,0.1178
0.0,5000.0,0.0,0.5294,0.1846
0.5,5000.0,0.0,0.526,0.1971
1.0,5000.0,0.0,0.5251,0.2034
1.5,5000.0,0.0,0.5272,0.2054
2.0,5000.0,0.0,0.5272,0.2068
2.5,5000.0,0.0,0.5331,0.202
3.0,5000.0,0.0,0.5413,0.1939
3.5,5000.0,0.0,0.5503,0.1843
4.0,5000.0,0.0,0.5565,0.1768
4.5,5000.0,0.0,0.562,0.1694
5.0,5000.0,0.0,0.5646,0.1646
0.0,5250.0,0.0,0.4659,0.2173
0.5,5250.0,0.0,0.4651,0.2272
1.0,5250.0,0.0,0.4646,0.235
1.5,5250.0,0.0,0.4655,0.2402
2.0,5250.0,0.0,0.4668,0.242
2.5,5250.0,0.0,0.4714,0.2401
3.0,5250.0,0.0,0.4771,0.2355
3.5,5250.0,0.0,0.4848,0.2286
4.0,5250.0,0.0,0.4932,0.2205
4.5,5250.0,0.0,0.4995,0.2138
5.0,5250.0,0.0,0.5026,0.2103
0.0,5500.0,0.0,0.5089,0.1577
0.5,5500.0,0.0,0.4112,0.2531
1.0,5500.0,0.0,0.4143,0.2576
1.5,5500.0,0.0,0.4142,0.2636
2.0,5500.0,0.0,0.4134,0.2685
2.5,5500.0,0.0,0.4143,0.2715
3.0,5500.0,0.0,0.4179,0.2705
3.5,5500.0,0.0,0.4272,0.2638
4.0,5500.0,0.0,0.4359,0.2562
4.5,5500.0,0.0,0.4411,0.2514
5.0,5500.0,0.0,0.4446,0.2485
0.0,5750.0,0.0,0.5045,0.1559
0.5,5750.0,0.0,0.4723,0.1821
1.0,5750.0,0.0,0.3979,0.255
1.5,5750.0,0.0,0.369,0.2829
2.0,5750.0,0.0,0.3694,0.2876
2.5,5750.0,0.0,0.3684,0.2928
3.0,5750.0,0.0,0.3718,0.2937
3.5,5750.0,0.0,0.3776,0.2907
4.0,5750.0,0.0,0.3851,0.285
4.5,5750.0,0.0,0.3903,0.2808
5.0,5750.0,0.0,0.393,0.2787
0.0,6000.0,0.0,0.4932,0.1592
0.5,6000.0,0.0,0.471,0.1822
1.0,6000.0,0.0,0.4436,0.2003
1.5,6000.0,0.0,0.3558,0.2809
2.0,6000.0,0.0,0.3298,0.3061
2.5,6000.0,0.0,0.332,0.308
3.0,6000.0,0.0,0.3344,0.3095
3.5,6000.0,0.0,0.338,0.3085
4.0,6000.0,0.0,0.3419,0.3066
4.5,6000.0,0.0,0.3476,0.3026
5.0,6000.0,0.0,0.3488,0.3016
0.5,6250.0,0.0,0.466,0.1817
1.0,6250.0,0.0,0.4393,0.206
1.5,6250.0,0.0,0.3996,0.2323
2.0,6250.0,0.0,0.3213,0.302
2.5,6250.0,0.0,0.3005,0.3217
3.0,6250.0,0.0,0.3042,0.3208
3.5,6250.0,0.0,0.3066,0.3208
4.0,6250.0,0.0,0.31,0.3192
4.5,6250.0,0.0,0.3142,0.3165
5.0,6250.0,0.0,0.3136,0.3166
0.5,6500.0,0.0,0.4514,0.1874
1.0,6500.0,0.0,0.4384,0.204
1.5,6500.0,0.0,0.4088,0.2273
2.0,6500.0,0.0,0.36,0.2586
2.5,6500.0,0.0,0.2906,0.3198
3.0,6500.0,0.0,0.2778,0.3321
3.5,6500.0,0.0,0.2814,0.3302
4.0,6500.0,0.0,0.2851,0.3285
4.5,6500.0,0.0,0.2877,0.3258
5.0,6500.0,0.0,0.2866,0.3256
0.5,6750.0,0.0,0.428,0.2032
1.0,6750.0,0.0,0.4249,0.2096
1.5,6750.0,0.0,0.4096,0.2264
2.0,6750.0,0.0,0.3771,0.2488
2.5,6750.0,0.0,0.321,0.2848
3.0,6750.0,0.0,0.2657,0.3339
3.5,6750.0,0.0,0.2589,0.3399
4.0,6750.0,0.0,0.2635,0.3363
4.5,6750.0,0.0,0.266,0.333
5.0,6750.0,0.0,0.2655,0.3317
0.5,7000.0,0.0,0.4074,0.2175
1.0,7000.0,0.0,0.3998,0.2266
1.5,7000.0,0.0,0.3983,0.2302
2.0,7000.0,0.0,0.3802,0.2477
2.5,7000.0,0.0,0.3436,0.2708
3.0,7000.0,0.0,0.2828,0.3111
3.5,7000.0,0.0,0.2461,0.343
4.0,7000.0,0.0,0.2441,0.3439
4.5,7000.0,0.0,0.2468,0.3398
5.0,7000.0,0.0,0.2483,0.3369
0.5,7250.0,0.0,0.389,0.2297
1.0,7250.0,0.0,0.3755,0.2427
1.5,7250.0,0.0,0.3705,0.2486
2.0,7250.0,0.0,0.3712,0.2489
2.5,7250.0,0.0,0.3502,0.2674
3.0,7250.0,0.0,0.3094,0.2915
3.5,7250.0,0.0,0.2492,0.3304
4.0,7250.0,0.0,0.2283,0.3498
4.5,7250.0,0.0,0.2285,0.3468
5.0,7250.0,0.0,0.2318,0.3424
0.5,7500.0,0.0,0.3683,0.2424
1.0,7500.0,0.0,0.3547,0.2545
1.5,7500.0,0.0,0.3438,0.2646
2.0,7500.0,0.0,0.3409,0.2677
2.5,7500.0,0.0,0.3421,0.2666
3.0,7500.0,0.0,0.3186,0.2861
3.5,7500.0,0.0,0.272,0.3149
4.0,7500.0,0.0,0.22,0.3484
4.5,7500.0,0.0,0.2136,0.3529
5.0,7500.0,0.0,0.2151,0.349
1.0,7750.0,0.0,0.3408,0.2599
1.5,7750.0,0.0,0.3232,0.2742
2.0,7750.0,0.0,0.3147,0.2812
2.5,7750.0,0.0,0.3128,0.2827
3.0,7750.0,0.0,0.3143,0.2809
3.5,7750.0,0.0,0.288,0.3019
4.0,7750.0,0.0,0.2394,0.3307
4.5,7750.0,0.0,0.1969,0.3555
5.0,7750.0,0.0,0.2008,0.3544
1.0,8000.0,0.0,0.3307,0.2618
1.5,8000.0,0.0,0.3097,0.2773
2.0,8000.0,0.0,0.296,0.2869
2.5,8000.0,0.0,0.2901,0.291
3.0,8000.0,0.0,0.2894,0.291
3.5,8000.0,0.0,0.2894,0.2906
4.0,8000.0,0.0,0.2571,0.3164
4.5,8000.0,0.0,0.2077,0.3477
5.0,8000.0,0.0,0.1898,0.3575
1.0,8250.0,0.0,0.325,0.2597
1.5,8250.0,0.0,0.2998,0.2789
2.0,8250.0,0.0,0.2824,0.2891
2.5,8250.0,0.0,0.2727,0.2942
3.0,8250.0,0.0,0.2689,0.2961
3.5,8250.0,0.0,0.2688,0.2956
4.0,8250.0,0.0,0.2675,0.2971
4.5,8250.0,0.0,0.2275,0.3294
5.0,8250.0,0.0,0.1821,0.3563
1.5,8500.0,0.0,0.2917,0.2809
2.0,8500.0,0.0,0.273,0.2899
2.5,8500.0,0.0,0.2609,0.2944
3.0,8500.0,0.0,0.254,0.2967
3.5,8500.0,0.0,0.2519,0.2968
4.0,8500.0,0.0,0.2527,0.2958
4.5,8500.0,0.0,0.2447,0.3043
5.0,8500.0,0.0,0.1987,0.3412
1.5,8750.0,0.0,0.2844,0.2832
2.0,8750.0,0.0,0.2644,0.292
2.5,8750.0,0.0,0.2515,0.2951
3.0,8750.0,0.0,0.2428,0.2966
3.5,8750.0,0.0,0.2382,0.2971
4.0,8750.0,0.0,0.2377,0.2958
4.5,8750.0,0.0,0.2389,0.2948
5.0,8750.0,0.0,0.2183,0.3154
1.5,9000.0,0.0,0.2771,0.2861
2.0,9000.0,0.0,0.2551,0.296
2.5,9000.0,0.0,0.2426,0.2973
3.0,9000.0,0.0,0.234,0.2969
3.5,9000.0,0.0,0.2283,0.2965
4.0,9000.0,0.0,0.2256,0.2957
4.5,9000.0,0.0,0.2262,0.2939
5.0,9000.0,0.0,0.23,0.2903
2.0,9250.0,0.0,0.2466,0.2995
2.5,9250.0,0.0,0.2343,0.3
3.0,9250.0,0.0,0.2262,0.2982
3.5,9250.0,0.0,0.2203,0.2963
4.0,9250.0,0.0,0.2161,0.2954
4.5,9250.0,0.0,0.2148,0.294
5.0,9250.0,0.0,0.217,0.2908
2.0,9500.0,0.0,0.2366,0.3042
2.5,9500.0,0.0,0.2251,0.3038
3.0,9500.0,0.0,0.2181,0.3004
3.5,9500.0,0.0,0.2127,0.2972
4.0,9500.0,0.0,0.2083,0.2953
4.5,9500.0,0.0,0.2064,0.2933
5.0,9500.0,0.0,0.2065,0.291
2.0,9750.0,0.0,0.2271,0.3076
2.5,9750.0,0.0,0.2153,0.3077
3.0,9750.0,0.0,0.2096,0.3031
3.5,9750.0,0.0,0.2058,0.2981
4.0,9750.0,0.0,0.2014,0.2955
4.5,9750.0,0.0,0.1987,0.2934
5.0,9750.0,0.0,0.1974,0.2915
2.0,10000.0,0.0,0.2182,0.3099
2.5,10000.0,0.0,0.2059,0.3104
3.0,10000.0,0.0,0.2013,0.3054
3.5,10000.0,0.0,0.1982,0.3
4.0,10000.0,0.0,0.1951,0.2958
4.5,10000.0,0.0,0.1925,0.293
5.0,10000.0,0.0,0.1903,0.2914
2.0,10250.0,0.0,0.2107,0.311
2.5,10250.0,0.0,0.1972,0.3121
3.0,10250.0,0.0,0.1928,0.3075
3.5,10250.0,0.0,0.1907,0.3016
4.0,10250.0,0.0,0.189,0.2962
4.5,10250.0,0.0,0.1863,0.293
5.0,10250.0,0.0,0.1839,0.2913
2.0,10500.0,0.0,0.2048,0.3108
2.5,10500.0,0.0,0.1892,0.3123
3.0,10500.0,0.0,0.1844,0.3084
3.5,10500.0,0.0,0.1835,0.3024
4.0,10500.0,0.0,0.1827,0.2967
4.5,10500.0,0.0,0.1809,0.2928
5.0,10500.0,0.0,0.1787,0.2904
2.0,10750.0,0.0,0.2,0.3103
2.5,10750.0,0.0,0.1825,0.3115
3.0,10750.0,0.0,0.1767,0.3085
3.5,10750.0,0.0,0.1763,0.3028
4.0,10750.0,0.0,0.1761,0.2973
4.5,10750.0,0.0,0.1752,0.2928
5.0,10750.0,0.0,0.1735,0.29
2.5,11000.0,0.0,0.1764,0.3103
3.0,11000.0,0.0,0.1702,0.3069
3.5,11000.0,0.0,0.1693,0.3021
4.0,11000.0,0.0,0.1699,0.2969
4.5,11000.0,0.0,0.1698,0.2924
5.0,11000.0,0.0,0.1687,0.2892
2.5,11250.0,0.0,0.1715,0.3087
3.0,11250.0,0.0,0.1644,0.3048
3.5,11250.0,0.0,0.1628,0.3009
4.0,11250.0,0.0,0.1639,0.296
4.5,11250.0,0.0,0.1647,0.2916
5.0,11250.0,0.0,0.1645,0.2881
2.5,11500.0,0.0,0.1675,0.307
3.0,11500.0,0.0,0.1591,0.3024
3.5,11500.0,0.0,0.1572,0.2985
4.0,11500.0,0.0,0.1581,0.2944
4.5,11500.0,0.0,0.1594,0.2903
5.0,11500.0,0.0,0.1599,0.2868
2.5,11750.0,0.0,0.1641,0.3057
3.0,11750.0,0.0,0.1548,0.2998
3.5,11750.0,0.0,0.1522,0.2958
4.0,11750.0,0.0,0.1532,0.2919
4.5,11750.0,0.0,0.1547,0.2885
5.0,11750.0,0.0,0.1557,0.2853
2.5,12000.0,0.0,0.1611,0.3046
3.0,12000.0,0.0,0.1508,0.2976
3.5,12000.0,0.0,0.1479,0.2926
4.0,12000.0,0.0,0.1485,0.2891
4.5,12000.0,0.0,0.1502,0.2861
5.0,12000.0,0.0,0.1516,0.2833
2.5,12250.0,0.0,0.1587,0.3037
3.0,12250.0,0.0,0.1479,0.295
3.5,12250.0,0.0,0.1443,0.2894
4.0,12250.0,0.0,0.144,0.2864
4.5,12250.0,0.0,0.1458,0.2836
5.0,12250.0,0.0,0.1473,0.2815
2.5,12500.0,0.0,0.1565,0.3032
3.0,12500.0,0.0,0.145,0.2931
3.5,12500.0,0.0,0.1409,0.2864
4.0,12500.0,0.0,0.1403,0.283
4.5,12500.0,0.0,0.1419,0.2805
5.0,12500.0,0.0,0.1433,0.2791
2.5,12750.0,0.0,0.1546,0.3029
3.0,12750.0,0.0,0.1423,0.2918
3.5,12750.0,0.0,0.138,0.2838
4.0,12750.0,0.0,0.1373,0.2795
4.5,12750.0,0.0,0.1383,0.2776
5.0,12750.0,0.0,0.1397,0.2766
2.5,13000.0,0.0,0.1536,0.3022
3.0,13000.0,0.0,0.1399,0.2904
3.5,13000.0,0.0,0.1353,0.2814
4.0,13000.0,0.0,0.1343,0.2764
4.5,13000.0,0.0,0.135,0.2743
5.0,13000.0,0.0,0.1363,0.2736
2.5,14000.0,0.0,0.1509,0.3011
3.0,14000.0,0.0,0.134,0.2856
3.5,14000.0,0.0,0.1276,0.273
4.0,14000.0,0.0,0.1254,0.2653
4.5,14000.0,0.0,0.1247,0.262
5.0,14000.0,0.0,0.1252,0.2615
2.5,15000.0,0.0,0.151,0.3014
3.0,15000.0,0.0,0.1304,0.2831
3.5,15000.0,0.0,0.1225,0.2672
4.0,15000.0,0.0,0.1193,0.2568
4.5,15000.0,0.0,0.1182,0.2513
5.0,15000.0,0.0,0.1178,0.2497
2.5,16000.0,0.0,0.1529,0.3037
3.0,16000.0,0.0,0.1282,0.2828
3.5,16000.0,0.0,0.1192,0.2634
4.0,16000.0,0.0,0.1158,0.25
4.5,16000.0,0.0,0.1139,0.2428
5.0,16000.0,0.0,0.1127,0.24
2.5,17000.0,0.0,0.1534,0.3105
3.0,17000.0,0.0,0.1265,0.2843
3.5,17000.0,0.0,0.1167,0.2612
4.0,17000.0,0.0,0.1126,0.2455
4.5,17000.0,0.0,0.1108,0.2361
5.0,17000.0,0.0,0.1092,0.232
3.0,18000.0,0.0,0.1233,0.2898
3.5,18000.0,0.0,0.1142,0.2612
4.0,18000.0,0.0,0.1105,0.2419
4.5,18000.0,0.0,0.1085,0.2306
5.0,18000.0,0.0,0.107,0.225
3.0,19000.0,0.0,0.117,0.2993
3.5,19000.0,0.0,0.1104,0.2641
4.0,19000.0,0.0,0.108,0.2404
4.5,19000.0,0.0,0.1064,0.2267
5.0,19000.0,0.0,0.1051,0.2196
3.0,20000.0,0.0,0.1072,0.3115
3.5,20000.0,0.0,0.1039,0.2704
4.0,20000.0,0.0,0.1042,0.2415
4.5,20000.0,0.0,0.1038,0.2245
5.0,20000.0,0.0,0.1029,0.2158
3.0,21000.0,0.0,0.0973,0.3227
3.5,21000.0,0.0,0.0947,0.279
4.0,21000.0,0.0,0.0984,0.2454
4.5,21000.0,0.0,0.1002,0.2247
5.0,21000.0,0.0,0.1005,0.2133
3.0,22000.0,0.0,0.0922,0.3299
3.5,22000.0,0.0,0.0843,0.2876
4.0,22000.0,0.0,0.0905,0.2513
4.5,22000.0,0.0,0.095,0.2273
5.0,22000.0,0.0,0.0967,0.2138
3.0,23000.0,0.0,0.0938,0.3344
3.5,23000.0,0.0,0.0765,0.2929
4.0,23000.0,0.0,0.0816,0.257
4.5,23000.0,0.0,0.088,0.2317
5.0,23000.0,0.0,0.0922,0.2155
3.0,24000.0,0.0,0.1009,0.3372
3.5,24000.0,0.0,0.0725,0.2964
4.0,24000.0,0.0,0.0739,0.2609
4.5,24000.0,0.0,0.0809,0.2355
5.0,24000.0,0.0,0.0859,0.2192
3.5,25000.0,0.0,0.0725,0.2989
4.0,25000.0,0.0,0.0693,0.2626
4.5,25000.0,0.0,0.0743,0.238
5.0,25000.0,0.0,0.0795,0.2223
3.5,26000.0,0.0,0.074,0.3027
4.0,26000.0,0.0,0.0669,0.2642
4.5,26000.0,0.0,0.0698,0.2387
5.0,26000.0,0.0,0.074,0.2238
3.5,27000.0,0.0,0.0753,0.308
4.0,27000.0,0.0,0.0664,0.2664
4.5,27000.0,0.0,0.067,0.2393
5.0,27000.0,0.0,0.0698,0.2242
3.5,28000.0,0.0,0.0738,0.3154
4.0,28000.0,0.0,0.0659,0.2699
4.5,28000.0,0.0,0.0654,0.2404
5.0,28000.0,0.0,0.067,0.2238
3.5,29000.0,0.0,0.0695,0.3241
4.0,29000.0,0.0,0.0648,0.274
4.5,29000.0,0.0,0.0644,0.242
5.0,29000.0,0.0,0.0657,0.2232
3.5,30000.0,0.0,0.063,0.3341
4.0,30000.0,0.0,0.0615,0.2787
4.5,30000.0,0.0,0.0625,0.2443
5.0,30000.0,0.0,0.064,0.2235
4.0,31000.0,0.0,0.0563,0.2837
4.5,31000.0,0.0,0.0599,0.2461
5.0,31000.0,0.0,0.0625,0.2232
4.0,32000.0,0.0,0.0489,0.2898
4.5,32000.0,0.0,0.0563,0.2474
5.0,32000.0,0.0,0.0606,0.2223
4.0,33000.0,0.0,0.04,0.2966
4.5,33000.0,0.0,0.0514,0.2489
5.0,33000.0,0.0,0.0577,0.2212
4.0,34000.0,0.0,0.0311,0.3029
4.5,34000.0,0.0,0.0444,0.2515
5.0,34000.0,0.0,0.0536,0.2203
4.0,35000.0,0.0,0.0238,0.3076
4.5,35000.0,0.0,0.0369,0.2537
5.0,35000.0,0.0,0.0481,0.2199
4.0,36000.0,0.0,0.0184,0.3114
4.5,36000.0,0.0,0.0296,0.2549
5.0,36000.0,0.0,0.0429,0.2186
4.5,37000.0,0.0,0.024,0.2547
5.0,37000.0,0.0,0.0366,0.2177
4.5,38000.0,0.0,0.0197,0.2545
5.0,38000.0,0.0,0.0314,0.2155
4.5,39000.0,0.0,0.0174,0.2538
5.0,39000.0,0.0,0.0276,0.2128
4.5,40000.0,0.0,0.0155,0.2544
5.0,40000.0,0.0,0.0249,0.2105
4.5,41000.0,0.0,0.0138,0.2557
5.0,41000.0,0.0,0.0228,0.209
4.5,42000.0,0.0,0.0112,0.2585
5.0,42000.0,0.0,0.0209,0.2084
5.0,43000.0,0.0,0.0193,0.2083
5.0,44000.0,0.0,0.0177,0.2086
5.0,45000.0,0.0,0.0161,0.2093
5.0,46000.0,0.0,0.0143,0.2102
5.0,47000.0,0.0,0.0123,0.2113
5.0,48000.0,0.0,0.0109,0.2121
5.0,49000.0,0.0,0.0092,0.2134
5.0,50000.0,0.0,0.0073,0.215
0.0,3500.0,0.1,0.9486,-0.1198
0.5,3500.0,0.1,0.94,-0.1195
1.0,3500.0,0.1,0.9259,-0.1155
1.5,3500.0,0.1,0.9085,-0.1091
2.0,3500.0,0.1,0.8894,-0.1005
2.5,3500.0,0.1,0.8689,-0.0893
3.0,3500.0,0.1,0.8373,-0.0646
3.5,3500.0,0.1,0.7237,0.0428
4.0,3500.0,0.1,0.5643,0.1913
4.5,3500.0,0.1,0.4523,0.289
5.0,3500.0,0.1,0.3866,0.3411
0.0,3750.0,0.1,0.8746,-0.053
0.5,3750.0,0.1,0.8798,-0.0593
1.0,3750.0,0.1,0.8837,-0.0678
1.5,3750.0,0.1,0.8853,-0.0768
2.0,3750.0,0.1,0.8842,-0.0846
2.5,3750.0,0.1,0.8794,-0.0895
3.0,3750.0,0.1,0.8687,-0.0887
3.5,3750.0,0.1,0.8289,-0.0583
4.0,3750.0,0.1,0.6754,0.0816
4.5,3750.0,0.1,0.4768,0.2575
5.0,3750.0,0.1,0.3543,0.3571
0.0,4000.0,0.1,0.7958,0.0049
0.5,4000.0,0.1,0.7969,0.0069
1.0,4000.0,0.1,0.7999,0.0044
1.5,4000.0,0.1,0.802,0.0005
2.0,4000.0,0.1,0.8055,-0.0066
2.5,4000.0,0.1,0.81,-0.0163
3.0,4000.0,0.1,0.8128,-0.0258
3.5,4000.0,0.1,0.8109,-0.0319
4.0,4000.0,0.1,0.7675,0.001
4.5,4000.0,0.1,0.6041,0.1433
5.0,4000.0,0.1,0.411,0.3041
0.0,4250.0,0.1,0.7309,0.0466
0.5,4250.0,0.1,0.7292,0.0526
1.0,4250.0,0.1,0.7318,0.0516
1.5,4250.0,0.1,0.733,0.05
2.0,4250.0,0.1,0.7361,0.0453
2.5,4250.0,0.1,0.7391,0.0401
3.0,4250.0,0.1,0.7414,0.035
3.5,4250.0,0.1,0.7436,0.029
4.0,4250.0,0.1,0.7422,0.0258
4.5,4250.0,0.1,0.7032,0.0563
5.0,4250.0,0.1,0.5595,0.1773
0.0,4500.0,0.1,0.6699,0.0846
0.5,4500.0,0.1,0.6647,0.0951
1.0,4500.0,0.1,0.6672,0.0957
1.5,4500.0,0.1,0.6682,0.0953
2.0,4500.0,0.1,0.6729,0.0899
2.5,4500.0,0.1,0.6779,0.0833
3.0,4500.0,0.1,0.6823,0.0768
3.5,4500.0,0.1,0.6855,0.0711
4.0,4500.0,0.1,0.6869,0.0669
4.5,4500.0,0.1,0.6854,0.0656
5.0,4500.0,0.1,0.6549,0.0906
0.0,4750.0,0.1,0.6046,0.1273
0.5,4750.0,0.1,0.6,0.1379
1.0,4750.0,0.1,0.602,0.1401
1.5,4750.0,0.1,0.6034,0.1404
2.0,4750.0,0.1,0.6086,0.136
2.5,4750.0,0.1,0.6122,0.1319
3.0,4750.0,0.1,0.6196,0.1236
3.5,4750.0,0.1,0.6262,0.1155
4.0,4750.0,0.1,0.6303,0.1094
4.5,4750.0,0.1,0.6323,0.1054
5.0,4750.0,0.1,0.6321,0.1038
0.0,5000.0,0.1,0.5353,0.1711
0.5,5000.0,0.1,0.5354,0.179
1.0,5000.0,0.1,0.54,0.1804
1.5,5000.0,0.1,0.5387,0.184
2.0,5000.0,0.1,0.5434,0.1811
2.5,5000.0,0.1,0.5473,0.1778
3.0,5000.0,0.1,0.5559,0.1697
3.5,5000.0,0.1,0.5645,0.1611
4.0,5000.0,0.1,0.5695,0.1555
4.5,5000.0,0.1,0.5746,0.1496
5.0,5000.0,0.1,0.577,0.1463
0.0,5250.0,0.1,0.4734,0.2064
0.5,5250.0,0.1,0.4746,0.2134
1.0,5250.0,0.1,0.4767,0.2187
1.5,5250.0,0.1,0.4758,0.2235
2.0,5250.0,0.1,0.4816,0.2211
2.5,5250.0,0.1,0.4875,0.217
3.0,5250.0,0.1,0.4954,0.2105
3.5,5250.0,0.1,0.5029,0.2038
4.0,5250.0,0.1,0.5102,0.1973
4.5,5250.0,0.1,0.5167,0.1914
5.0,5250.0,0.1,0.5185,0.1899
0.0,5500.0,0.1,0.4967,0.1614
0.5,5500.0,0.1,0.4206,0.2414
1.0,5500.0,0.1,0.4242,0.2456
1.5,5500.0,0.1,0.4254,0.2495
2.0,5500.0,0.1,0.4272,0.252
2.5,5500.0,0.1,0.4299,0.252
3.0,5500.0,0.1,0.4373,0.2476
3.5,5500.0,0.1,0.4458,0.2409
4.0,5500.0,0.1,0.4554,0.2329
4.5,5500.0,0.1,0.4603,0.2291
5.0,5500.0,0.1,0.4634,0.2274
0.0,5750.0,0.1,0.5082,0.1466
0.5,5750.0,0.1,0.4768,0.169
1.0,5750.0,0.1,0.375,0.2702
1.5,5750.0,0.1,0.3795,0.271
2.0,5750.0,0.1,0.3807,0.275
2.5,5750.0,0.1,0.3817,0.2779
3.0,5750.0,0.1,0.3874,0.276
3.5,5750.0,0.1,0.3963,0.2701
4.0,5750.0,0.1,0.4046,0.2638
4.5,5750.0,0.1,0.4096,0.2602
5.0,5750.0,0.1,0.4129,0.2586
0.0,6000.0,0.1,0.5007,0.15
0.5,6000.0,0.1,0.4763,0.1709
1.0,6000.0,0.1,0.4351,0.202
1.5,6000.0,0.1,0.3365,0.2937
2.0,6000.0,0.1,0.3405,0.2943
2.5,6000.0,0.1,0.344,0.295
3.0,6000.0,0.1,0.3472,0.2952
3.5,6000.0,0.1,0.353,0.2928
4.0,6000.0,0.1,0.3589,0.2891
4.5,6000.0,0.1,0.3661,0.2844
5.0,6000.0,0.1,0.3684,0.2834
0.5,6250.0,0.1,0.4717,0.1742
1.0,6250.0,0.1,0.4457,0.1934
1.5,6250.0,0.1,0.3995,0.2235
2.0,6250.0,0.1,0.3075,0.31
2.5,6250.0,0.1,0.3104,0.3103
3.0,6250.0,0.1,0.3148,0.3092
3.5,6250.0,0.1,0.3186,0.3081
4.0,6250.0,0.1,0.3236,0.3052
4.5,6250.0,0.1,0.3288,0.3024
