logg,Teff,Z,a,b
4.5,4500.0,-1.5,0.4399,0.2594
5.0,4500.0,-1.5,0.3337,0.3253
0.0,4750.0,-1.5,0.5557,0.0939
0.5,4750.0,-1.5,0.5303,0.1246
1.0,4750.0,-1.5,0.5023,0.1594
1.5,4750.0,-1.5,0.4783,0.1921
2.0,4750.0,-1.5,0.4611,0.2177
2.5,4750.0,-1.5,0.4602,0.2276
3.0,4750.0,-1.5,0.457,0.2363
3.5,4750.0,-1.5,0.4554,0.2413
4.0,4750.0,-1.5,0.4439,0.254
4.5,4750.0,-1.5,0.4228,0.2745
5.0,4750.0,-1.5,0.3721,0.3071
0.0,5000.0,-1.5,0.5168,0.1229
0.5,5000.0,-1.5,0.4939,0.1472
1.0,5000.0,-1.5,0.4666,0.176
1.5,5000.0,-1.5,0.438,0.2079
2.0,5000.0,-1.5,0.4152,0.2357
2.5,5000.0,-1.5,0.3978,0.2589
3.0,5000.0,-1.5,0.3914,0.2723
3.5,5000.0,-1.5,0.384,0.2829
4.0,5000.0,-1.5,0.3845,0.2867
4.5,5000.0,-1.5,0.3622,0.3077
5.0,5000.0,-1.5,0.341,0.3279
0.0,5250.0,-1.5,0.4779,0.1541
0.5,5250.0,-1.5,0.4628,0.1697
1.0,5250.0,-1.5,0.4405,0.1914
1.5,5250.0,-1.5,0.4151,0.2168
2.0,5250.0,-1.5,0.3901,0.2425
2.5,5250.0,-1.5,0.3677,0.2682
3.0,5250.0,-1.5,0.3538,0.2842
3.5,5250.0,-1.5,0.3442,0.2964
4.0,5250.0,-1.5,0.336,0.3059
4.5,5250.0,-1.5,0.3282,0.3158
5.0,5250.0,-1.5,0.3,0.3393
0.0,5500.0,-1.5,0.43,0.1932
0.5,5500.0,-1.5,0.4291,0.1952
1.0,5500.0,-1.5,0.4146,0.2094
1.5,5500.0,-1.5,0.3964,0.2269
2.0,5500.0,-1.5,0.3753,0.2472
2.5,5500.0,-1.5,0.3569,0.2654
3.0,5500.0,-1.5,0.3386,0.2849
3.5,5500.0,-1.5,0.3233,0.2997
4.0,5500.0,-1.5,0.313,0.3086
4.5,5500.0,-1.5,0.2982,0.3209
5.0,5500.0,-1.5,0.2888,0.3296
0.0,5750.0,-1.5,0.5137,0.1159
0.5,5750.0,-1.5,0.4098,0.206
1.0,5750.0,-1.5,0.385,0.2312
1.5,5750.0,-1.5,0.3759,0.24
2.0,5750.0,-1.5,0.361,0.2538
2.5,5750.0,-1.5,0.3457,0.2681
3.0,5750.0,-1.5,0.3333,0.2801
3.5,5750.0,-1.5,0.3156,0.2968
4.0,5750.0,-1.5,0.3044,0.3058
4.5,5750.0,-1.5,0.2892,0.3169
5.0,5750.0,-1.5,0.2698,0.331
0.0,6000.0,-1.5,0.5178,0.1171
0.5,6000.0,-1.5,0.4879,0.1384
1.0,6000.0,-1.5,0.3782,0.2304
1.5,6000.0,-1.5,0.3496,0.2578
2.0,6000.0,-1.5,0.344,0.263
2.5,6000.0,-1.5,0.3327,0.2739
3.0,6000.0,-1.5,0.3225,0.2838
3.5,6000.0,-1.5,0.3147,0.2892
4.0,6000.0,-1.5,0.3,0.3021
4.5,6000.0,-1.5,0.2872,0.3108
5.0,6000.0,-1.5,0.269,0.3229
0.5,6250.0,-1.5,0.4913,0.1403
1.0,6250.0,-1.5,0.4532,0.1652
1.5,6250.0,-1.5,0.3624,0.2319
2.0,6250.0,-1.5,0.3237,0.2759
2.5,6250.0,-1.5,0.3209,0.278
3.0,6250.0,-1.5,0.3143,0.2834
3.5,6250.0,-1.5,0.3065,0.291
4.0,6250.0,-1.5,0.2961,0.2982
4.5,6250.0,-1.5,0.2885,0.3034
5.0,6250.0,-1.5,0.2713,0.3149
0.5,6500.0,-1.5,0.4862,0.1468
1.0,6500.0,-1.5,0.4619,0.1645
1.5,6500.0,-1.5,0.4283,0.1824
2.0,6500.0,-1.5,0.3421,0.2468
2.5,6500.0,-1.5,0.2997,0.2905
3.0,6500.0,-1.5,0.2984,0.2923
3.5,6500.0,-1.5,0.2966,0.2932
4.0,6500.0,-1.5,0.291,0.2965
4.5,6500.0,-1.5,0.2852,0.3
5.0,6500.0,-1.5,0.2727,0.308
0.5,6750.0,-1.5,0.4627,0.1675
1.0,6750.0,-1.5,0.4558,0.1715
1.5,6750.0,-1.5,0.4293,0.1887
2.0,6750.0,-1.5,0.3882,0.211
2.5,6750.0,-1.5,0.3056,0.2724
3.0,6750.0,-1.5,0.2821,0.301
3.5,6750.0,-1.5,0.2833,0.2987
4.0,6750.0,-1.5,0.2817,0.2984
4.5,6750.0,-1.5,0.2795,0.2988
5.0,6750.0,-1.5,0.2733,0.3007
0.5,7000.0,-1.5,0.4277,0.198
1.0,7000.0,-1.5,0.4306,0.1921
1.5,7000.0,-1.5,0.4256,0.1928
2.0,7000.0,-1.5,0.3973,0.209
2.5,7000.0,-1.5,0.3504,0.2343
3.0,7000.0,-1.5,0.2723,0.2959
3.5,7000.0,-1.5,0.27,0.3038
4.0,7000.0,-1.5,0.2722,0.3003
4.5,7000.0,-1.5,0.2718,0.2989
5.0,7000.0,-1.5,0.2675,0.3002
0.5,7250.0,-1.5,0.3907,0.2271
1.0,7250.0,-1.5,0.3897,0.2259
1.5,7250.0,-1.5,0.395,0.2169
2.0,7250.0,-1.5,0.3919,0.2154
2.5,7250.0,-1.5,0.3621,0.2323
3.0,7250.0,-1.5,0.3057,0.2665
3.5,7250.0,-1.5,0.2477,0.3128
4.0,7250.0,-1.5,0.2534,0.3114
4.5,7250.0,-1.5,0.2565,0.3072
5.0,7250.0,-1.5,0.2562,0.3053
0.5,7500.0,-1.5,0.3624,0.2446
1.0,7500.0,-1.5,0.357,0.2485
1.5,7500.0,-1.5,0.3586,0.2438
2.0,7500.0,-1.5,0.3665,0.2322
2.5,7500.0,-1.5,0.3637,0.2307
3.0,7500.0,-1.5,0.3291,0.2521
3.5,7500.0,-1.5,0.2704,0.2913
4.0,7500.0,-1.5,0.2389,0.315
4.5,7500.0,-1.5,0.2421,0.3143
5.0,7500.0,-1.5,0.2445,0.3103
1.0,7750.0,-1.5,0.3308,0.2632
1.5,7750.0,-1.5,0.3274,0.2633
2.0,7750.0,-1.5,0.3322,0.2553
2.5,7750.0,-1.5,0.3418,0.2426
3.0,7750.0,-1.5,0.3364,0.245
3.5,7750.0,-1.5,0.2943,0.2739
4.0,7750.0,-1.5,0.2332,0.3145
4.5,7750.0,-1.5,0.2284,0.3211
5.0,7750.0,-1.5,0.2304,0.3174
1.0,8000.0,-1.5,0.3133,0.2698
1.5,8000.0,-1.5,0.3022,0.2765
2.0,8000.0,-1.5,0.3022,0.2727
2.5,8000.0,-1.5,0.309,0.2634
3.0,8000.0,-1.5,0.3201,0.2504
3.5,8000.0,-1.5,0.3084,0.2597
4.0,8000.0,-1.5,0.2586,0.2949
4.5,8000.0,-1.5,0.2136,0.3281
5.0,8000.0,-1.5,0.2152,0.3253
1.5,8250.0,-1.5,0.2838,0.2837
2.0,8250.0,-1.5,0.2789,0.284
2.5,8250.0,-1.5,0.2817,0.2781
3.0,8250.0,-1.5,0.2907,0.2674
3.5,8250.0,-1.5,0.3014,0.2559
4.0,8250.0,-1.5,0.2792,0.2762
4.5,8250.0,-1.5,0.225,0.3155
5.0,8250.0,-1.5,0.1987,0.3325
1.5,8500.0,-1.5,0.2717,0.2863
2.0,8500.0,-1.5,0.2602,0.291
2.5,8500.0,-1.5,0.2587,0.2885
3.0,8500.0,-1.5,0.265,0.2806
3.5,8500.0,-1.5,0.2756,0.2697
4.0,8500.0,-1.5,0.2834,0.2622
4.5,8500.0,-1.5,0.2475,0.2942
5.0,8500.0,-1.5,0.1969,0.3307
2.0,8750.0,-1.5,0.2479,0.2929
2.5,8750.0,-1.5,0.2424,0.293
3.0,8750.0,-1.5,0.2441,0.2892
3.5,8750.0,-1.5,0.2512,0.2819
4.0,8750.0,-1.5,0.2618,0.2718
4.5,8750.0,-1.5,0.2611,0.2737
5.0,8750.0,-1.5,0.2148,0.3137
2.0,9000.0,-1.5,0.2429,0.2893
2.5,9000.0,-1.5,0.234,0.2908
3.0,9000.0,-1.5,0.2329,0.2886
3.5,9000.0,-1.5,0.2371,0.2842
4.0,9000.0,-1.5,0.2448,0.2773
4.5,9000.0,-1.5,0.2563,0.2665
5.0,9000.0,-1.5,0.2688,0.2541
2.0,9250.0,-1.5,0.2368,0.2884
2.5,9250.0,-1.5,0.2257,0.2895
3.0,9250.0,-1.5,0.2211,0.2893
3.5,9250.0,-1.5,0.2227,0.2866
4.0,9250.0,-1.5,0.2277,0.283
4.5,9250.0,-1.5,0.2363,0.2759
5.0,9250.0,-1.5,0.2476,0.2652
2.0,9500.0,-1.5,0.2312,0.2885
2.5,9500.0,-1.5,0.2187,0.2888
3.0,9500.0,-1.5,0.2133,0.2875
3.5,9500.0,-1.5,0.2121,0.2863
4.0,9500.0,-1.5,0.2145,0.2848
4.5,9500.0,-1.5,0.221,0.2804
5.0,9500.0,-1.5,0.2297,0.2732
2.0,9750.0,-1.5,0.2258,0.2893
2.5,9750.0,-1.5,0.2127,0.2885
3.0,9750.0,-1.5,0.2067,0.2862
3.5,9750.0,-1.5,0.204,0.2852
4.0,9750.0,-1.5,0.2046,0.2842
4.5,9750.0,-1.5,0.2078,0.283
5.0,9750.0,-1.5,0.2143,0.2789
2.0,10000.0,-1.5,0.2207,0.2904
2.5,10000.0,-1.5,0.2068,0.289
3.0,10000.0,-1.5,0.2007,0.2856
3.5,10000.0,-1.5,0.1975,0.2839
4.0,10000.0,-1.5,0.1965,0.2835
4.5,10000.0,-1.5,0.1986,0.2825
5.0,10000.0,-1.5,0.2026,0.281
2.0,10500.0,-1.5,0.2116,0.2923
2.5,10500.0,-1.5,0.1963,0.2896
3.0,10500.0,-1.5,0.1897,0.2852
3.5,10500.0,-1.5,0.1859,0.2828
4.0,10500.0,-1.5,0.1842,0.2816
4.5,10500.0,-1.5,0.1839,0.2813
5.0,10500.0,-1.5,0.1847,0.2817
2.5,11000.0,-1.5,0.1876,0.2896
3.0,11000.0,-1.5,0.1804,0.2843
3.5,11000.0,-1.5,0.1769,0.2808
4.0,11000.0,-1.5,0.175,0.2793
4.5,11000.0,-1.5,0.1737,0.2791
5.0,11000.0,-1.5,0.173,0.2799
2.5,11500.0,-1.5,0.1801,0.2893
3.0,11500.0,-1.5,0.1725,0.2828
3.5,11500.0,-1.5,0.1689,0.2786
4.0,11500.0,-1.5,0.1669,0.2768
4.5,11500.0,-1.5,0.1658,0.2763
5.0,11500.0,-1.5,0.1646,0.2772
2.5,12000.0,-1.5,0.1737,0.2892
3.0,12000.0,-1.5,0.166,0.2807
3.5,12000.0,-1.5,0.1621,0.2758
4.0,12000.0,-1.5,0.1603,0.2735
4.5,12000.0,-1.5,0.1588,0.2732
5.0,12000.0,-1.5,0.1576,0.2742
2.5,12500.0,-1.5,0.1687,0.2889
3.0,12500.0,-1.5,0.1603,0.2787
3.5,12500.0,-1.5,0.1562,0.2728
4.0,12500.0,-1.5,0.1542,0.2702
4.5,12500.0,-1.5,0.1528,0.2697
5.0,12500.0,-1.5,0.1517,0.2705
2.5,13000.0,-1.5,0.1642,0.2894
3.0,13000.0,-1.5,0.1552,0.2772
3.5,13000.0,-1.5,0.1509,0.27
4.0,13000.0,-1.5,0.1487,0.2668
4.5,13000.0,-1.5,0.1479,0.2655
5.0,13000.0,-1.5,0.1467,0.2665
2.0,14000.0,-1.5,0.1884,0.3031
2.5,14000.0,-1.5,0.1564,0.2922
3.0,14000.0,-1.5,0.1463,0.2761
3.5,14000.0,-1.5,0.1427,0.2648
4.0,14000.0,-1.5,0.1402,0.2598
4.5,14000.0,-1.5,0.1388,0.258
5.0,14000.0,-1.5,0.1376,0.2586
2.5,15000.0,-1.5,0.1515,0.2947
3.0,15000.0,-1.5,0.1392,0.2761
3.5,15000.0,-1.5,0.1355,0.2615
4.0,15000.0,-1.5,0.1333,0.254
4.5,15000.0,-1.5,0.132,0.2508
5.0,15000.0,-1.5,0.1307,0.2507
2.5,16000.0,-1.5,0.1476,0.2984
3.0,16000.0,-1.5,0.1333,0.2769
3.5,16000.0,-1.5,0.1292,0.2597
4.0,16000.0,-1.5,0.1278,0.249
4.5,16000.0,-1.5,0.1265,0.2443
5.0,16000.0,-1.5,0.1252,0.2433
2.5,17000.0,-1.5,0.1456,0.3022
3.0,17000.0,-1.5,0.1279,0.2788
3.5,17000.0,-1.5,0.1235,0.2589
4.0,17000.0,-1.5,0.1226,0.2458
4.5,17000.0,-1.5,0.1216,0.2394
5.0,17000.0,-1.5,0.1204,0.2373
2.5,18000.0,-1.5,0.1444,0.3073
3.0,18000.0,-1.5,0.1229,0.2815
3.5,18000.0,-1.5,0.1182,0.2588
4.0,18000.0,-1.5,0.1172,0.2441
4.5,18000.0,-1.5,0.1167,0.236
5.0,18000.0,-1.5,0.1159,0.2328
2.5,19000.0,-1.5,0.145,0.3133
3.0,19000.0,-1.5,0.1186,0.2848
3.5,19000.0,-1.5,0.1127,0.2596
4.0,19000.0,-1.5,0.112,0.2428
4.5,19000.0,-1.5,0.1117,0.2337
5.0,19000.0,-1.5,0.1113,0.2294
3.0,20000.0,-1.5,0.1139,0.2903
3.5,20000.0,-1.5,0.1073,0.2616
4.0,20000.0,-1.5,0.1066,0.2427
4.5,20000.0,-1.5,0.1067,0.2321
5.0,20000.0,-1.5,0.1066,0.2271
3.0,21000.0,-1.5,0.1096,0.2968
3.5,21000.0,-1.5,0.1021,0.2646
4.0,21000.0,-1.5,0.1018,0.2427
4.5,21000.0,-1.5,0.1017,0.2312
5.0,21000.0,-1.5,0.102,0.2255
3.0,22000.0,-1.5,0.1059,0.3037
3.5,22000.0,-1.5,0.0967,0.2692
4.0,22000.0,-1.5,0.0964,0.2446
4.5,22000.0,-1.5,0.0969,0.2309
5.0,22000.0,-1.5,0.0973,0.2242
3.0,23000.0,-1.5,0.1035,0.3104
3.5,23000.0,-1.5,0.091,0.2749
4.0,23000.0,-1.5,0.0909,0.2478
4.5,23000.0,-1.5,0.0917,0.2321
5.0,23000.0,-1.5,0.0925,0.2241
3.0,24000.0,-1.5,0.1032,0.3168
3.5,24000.0,-1.5,0.0864,0.2803
4.0,24000.0,-1.5,0.0852,0.2519
4.5,24000.0,-1.5,0.0867,0.2341
5.0,24000.0,-1.5,0.0875,0.2251
3.0,25000.0,-1.5,0.1044,0.3239
3.5,25000.0,-1.5,0.0822,0.2859
4.0,25000.0,-1.5,0.08,0.2561
4.5,25000.0,-1.5,0.0819,0.2366
5.0,25000.0,-1.5,0.0829,0.2265
3.0,26000.0,-1.5,0.1039,0.3332
3.5,26000.0,-1.5,0.0794,0.2914
4.0,26000.0,-1.5,0.0755,0.26
4.5,26000.0,-1.5,0.0764,0.2401
5.0,26000.0,-1.5,0.0782,0.2284
3.5,27000.0,-1.5,0.0763,0.2978
4.0,27000.0,-1.5,0.0715,0.2639
4.5,27000.0,-1.5,0.072,0.2427
5.0,27000.0,-1.5,0.0738,0.2302
3.5,28000.0,-1.5,0.0727,0.3042
4.0,28000.0,-1.5,0.0682,0.2673
4.5,28000.0,-1.5,0.0686,0.2442
5.0,28000.0,-1.5,0.0697,0.2315
3.5,29000.0,-1.5,0.0664,0.3109
4.0,29000.0,-1.5,0.0647,0.2705
4.5,29000.0,-1.5,0.0659,0.2449
5.0,29000.0,-1.5,0.0667,0.2312
3.5,30000.0,-1.5,0.0591,0.3169
4.0,30000.0,-1.5,0.0602,0.273
4.5,30000.0,-1.5,0.0628,0.245
5.0,30000.0,-1.5,0.0641,0.2296
3.5,31000.0,-1.5,0.0496,0.3253
4.0,31000.0,-1.5,0.055,0.2744
4.5,31000.0,-1.5,0.0591,0.2444
5.0,31000.0,-1.5,0.0617,0.2269
4.0,32000.0,-1.5,0.0487,0.2759
4.5,32000.0,-1.5,0.0551,0.2426
5.0,32000.0,-1.5,0.059,0.2232
4.0,33000.0,-1.5,0.0409,0.2789
4.5,33000.0,-1.5,0.0507,0.2402
5.0,33000.0,-1.5,0.0565,0.2181
4.0,34000.0,-1.5,0.0314,0.2832
4.5,34000.0,-1.5,0.0455,0.2384
5.0,34000.0,-1.5,0.0533,0.2131
4.0,35000.0,-1.5,0.0216,0.2866
4.5,35000.0,-1.5,0.0385,0.2381
5.0,35000.0,-1.5,0.0494,0.2086
4.5,37500.0,-1.5,0.0189,0.2352
5.0,37500.0,-1.5,0.034,0.2003
4.5,40000.0,-1.5,0.009,0.2291
5.0,40000.0,-1.5,0.0218,0.1889
5.0,42500.0,-1.5,0.0157,0.1828
5.0,45000.0,-1.5,0.0124,0.182
5.0,47500.0,-1.5,0.0103,0.1833
5.0,50000.0,-1.5,0.0086,0.1852
0.0,3500.0,-1.0,0.8974,-0.1216
0.5,3500.0,-1.0,0.9112,-0.126
1.0,3500.0,-1.0,0.9176,-0.1272
1.5,3500.0,-1.0,0.9117,-0.121
2.0,3500.0,-1.0,0.8035,-0.0261
2.5,3500.0,-1.0,0.5396,0.215
3.0,3500.0,-1.0,0.3421,0.3874
3.5,3500.0,-1.0,0.2427,0.4633
4.0,3500.0,-1.0,0.2049,0.4886
4.5,3500.0,-1.0,0.1982,0.489
5.0,3500.0,-1.0,0.2103,0.4822
0.0,3750.0,-1.0,0.8323,-0.0801
0.5,3750.0,-1.0,0.8416,-0.0784
1.0,3750.0,-1.0,0.838,-0.0657
1.5,3750.0,-1.0,0.8362,-0.0574
2.0,3750.0,-1.0,0.8319,-0.0501
2.5,3750.0,-1.0,0.7851,-0.0159
3.0,3750.0,-1.0,0.577,0.1601
3.5,3750.0,-1.0,0.3418,0.3564
4.0,3750.0,-1.0,0.217,0.4513
4.5,3750.0,-1.0,0.1662,0.4856
5.0,3750.0,-1.0,0.1527,0.4952
0.0,4000.0,-1.0,0.765,-0.0313
0.5,4000.0,-1.0,0.7704,-0.0261
1.0,4000.0,-1.0,0.7677,-0.0144
1.5,4000.0,-1.0,0.7604,-0.0019
2.0,4000.0,-1.0,0.7562,0.0062
2.5,4000.0,-1.0,0.752,0.0122
3.0,4000.0,-1.0,0.7379,0.0234
3.5,4000.0,-1.0,0.6175,0.1141
4.0,4000.0,-1.0,0.4021,0.2879
4.5,4000.0,-1.0,0.2472,0.4063
5.0,4000.0,-1.0,0.1744,0.4515
0.0,4250.0,-1.0,0.6942,0.0216
0.5,4250.0,-1.0,0.6885,0.0383
1.0,4250.0,-1.0,0.6929,0.0433
1.5,4250.0,-1.0,0.685,0.0563
2.0,4250.0,-1.0,0.6797,0.0652
2.5,4250.0,-1.0,0.6772,0.0696
3.0,4250.0,-1.0,0.6753,0.0717
3.5,4250.0,-1.0,0.6703,0.0759
4.0,4250.0,-1.0,0.6078,0.1225
4.5,4250.0,-1.0,0.45,0.2396
5.0,4250.0,-1.0,0.2903,0.36
0.0,4500.0,-1.0,0.6238,0.07
0.5,4500.0,-1.0,0.6104,0.0944
1.0,4500.0,-1.0,0.602,0.1131
1.5,4500.0,-1.0,0.5994,0.1229
2.0,4500.0,-1.0,0.6007,0.1265
2.5,4500.0,-1.0,0.5978,0.1312
3.0,4500.0,-1.0,0.5997,0.1306
3.5,4500.0,-1.0,0.5997,0.1309
4.0,4500.0,-1.0,0.5896,0.1405
4.5,4500.0,-1.0,0.5738,0.1554
5.0,4500.0,-1.0,0.4502,0.2419
0.0,4750.0,-1.0,0.5637,0.1049
0.5,4750.0,-1.0,0.5481,0.1305
1.0,4750.0,-1.0,0.5301,0.1581
1.5,4750.0,-1.0,0.525,0.1719
2.0,4750.0,-1.0,0.5228,0.1803
2.5,4750.0,-1.0,0.5174,0.1897
3.0,4750.0,-1.0,0.5204,0.1898
3.5,4750.0,-1.0,0.5232,0.1886
4.0,4750.0,-1.0,0.5244,0.1883
4.5,4750.0,-1.0,0.5188,0.1941
5.0,4750.0,-1.0,0.496,0.2141
0.0,5000.0,-1.0,0.5204,0.1286
0.5,5000.0,-1.0,0.5006,0.1534
1.0,5000.0,-1.0,0.4785,0.1827
1.5,5000.0,-1.0,0.46,0.2084
2.0,5000.0,-1.0,0.4493,0.2261
2.5,5000.0,-1.0,0.4467,0.2346
3.0,5000.0,-1.0,0.4485,0.2367
3.5,5000.0,-1.0,0.451,0.2374
4.0,5000.0,-1.0,0.4528,0.2379
4.5,5000.0,-1.0,0.4539,0.2386
5.0,5000.0,-1.0,0.4442,0.2478
0.0,5250.0,-1.0,0.4779,0.1588
0.5,5250.0,-1.0,0.4651,0.1737
1.0,5250.0,-1.0,0.445,0.1954
1.5,5250.0,-1.0,0.423,0.2212
2.0,5250.0,-1.0,0.4061,0.2431
2.5,5250.0,-1.0,0.3945,0.2599
3.0,5250.0,-1.0,0.3917,0.2678
3.5,5250.0,-1.0,0.3913,0.2714
4.0,5250.0,-1.0,0.3921,0.2734
4.5,5250.0,-1.0,0.3888,0.2787
5.0,5250.0,-1.0,0.3867,0.2827
0.0,5500.0,-1.0,0.5651,0.0862
0.5,5500.0,-1.0,0.4278,0.1998
1.0,5500.0,-1.0,0.4131,0.2149
1.5,5500.0,-1.0,0.3998,0.2291
2.0,5500.0,-1.0,0.3815,0.2495
2.5,5500.0,-1.0,0.3652,0.2684
3.0,5500.0,-1.0,0.3562,0.2804
3.5,5500.0,-1.0,0.3511,0.2882
4.0,5500.0,-1.0,0.3443,0.2957
4.5,5500.0,-1.0,0.3352,0.3058
5.0,5500.0,-1.0,0.3277,0.314
0.0,5750.0,-1.0,0.558,0.0881
0.5,5750.0,-1.0,0.5548,0.0932
1.0,5750.0,-1.0,0.383,0.2359
1.5,5750.0,-1.0,0.3755,0.2434
2.0,5750.0,-1.0,0.3609,0.258
2.5,5750.0,-1.0,0.3476,0.2722
3.0,5750.0,-1.0,0.3367,0.2842
3.5,5750.0,-1.0,0.3295,0.2921
4.0,5750.0,-1.0,0.3218,0.2993
4.5,5750.0,-1.0,0.3117,0.308
5.0,5750.0,-1.0,0.306,0.3157
0.0,6000.0,-1.0,0.5326,0.1092
0.5,6000.0,-1.0,0.5301,0.1135
1.0,6000.0,-1.0,0.5278,0.1158
1.5,6000.0,-1.0,0.3459,0.2641
2.0,6000.0,-1.0,0.3411,0.2692
2.5,6000.0,-1.0,0.332,0.2782
3.0,6000.0,-1.0,0.3236,0.2865
3.5,6000.0,-1.0,0.3167,0.293
4.0,6000.0,-1.0,0.3078,0.3001
4.5,6000.0,-1.0,0.299,0.3065
5.0,6000.0,-1.0,0.2848,0.3171
0.5,6250.0,-1.0,0.5051,0.1342
1.0,6250.0,-1.0,0.5015,0.1377
1.5,6250.0,-1.0,0.5003,0.1369
2.0,6250.0,-1.0,0.3199,0.283
2.5,6250.0,-1.0,0.3168,0.2854
3.0,6250.0,-1.0,0.3118,0.29
3.5,6250.0,-1.0,0.3061,0.2945
4.0,6250.0,-1.0,0.2989,0.2993
4.5,6250.0,-1.0,0.2913,0.3041
5.0,6250.0,-1.0,0.2793,0.3126
0.5,6500.0,-1.0,0.4852,0.1493
1.0,6500.0,-1.0,0.4773,0.1574
1.5,6500.0,-1.0,0.4739,0.1588
2.0,6500.0,-1.0,0.4734,0.1557
2.5,6500.0,-1.0,0.2958,0.2979
3.0,6500.0,-1.0,0.296,0.2972
3.5,6500.0,-1.0,0.294,0.2983
4.0,6500.0,-1.0,0.2903,0.2998
4.5,6500.0,-1.0,0.2843,0.303
5.0,6500.0,-1.0,0.2733,0.31
0.5,6750.0,-1.0,0.457,0.1736
1.0,6750.0,-1.0,0.4562,0.173
1.5,6750.0,-1.0,0.4478,0.1799
2.0,6750.0,-1.0,0.4463,0.1781
2.5,6750.0,-1.0,0.4469,0.173
3.0,6750.0,-1.0,0.2777,0.3075
3.5,6750.0,-1.0,0.2796,0.3043
4.0,6750.0,-1.0,0.2789,0.3033
4.5,6750.0,-1.0,0.2758,0.304
5.0,6750.0,-1.0,0.2697,0.3067
0.5,7000.0,-1.0,0.4236,0.2021
1.0,7000.0,-1.0,0.4248,0.199
1.5,7000.0,-1.0,0.4261,0.195
2.0,7000.0,-1.0,0.42,0.1988
2.5,7000.0,-1.0,0.4186,0.1962
3.0,7000.0,-1.0,0.4203,0.1896
3.5,7000.0,-1.0,0.264,0.3124
4.0,7000.0,-1.0,0.2654,0.3091
4.5,7000.0,-1.0,0.2657,0.3069
5.0,7000.0,-1.0,0.2631,0.3067
0.5,7250.0,-1.0,0.3923,0.2257
1.0,7250.0,-1.0,0.3894,0.2269
1.5,7250.0,-1.0,0.3936,0.22
2.0,7250.0,-1.0,0.3969,0.2137
2.5,7250.0,-1.0,0.3918,0.2166
3.0,7250.0,-1.0,0.3922,0.2124
3.5,7250.0,-1.0,0.2569,0.3142
4.0,7250.0,-1.0,0.2502,0.3164
4.5,7250.0,-1.0,0.2526,0.3124
5.0,7250.0,-1.0,0.2533,0.3096
0.5,7500.0,-1.0,0.3661,0.2414
1.0,7500.0,-1.0,0.3588,0.2475
1.5,7500.0,-1.0,0.3581,0.2457
2.0,7500.0,-1.0,0.3647,0.2363
2.5,7500.0,-1.0,0.3691,0.2292
3.0,7500.0,-1.0,0.3657,0.2313
3.5,7500.0,-1.0,0.3667,0.2268
4.0,7500.0,-1.0,0.2393,0.3215
4.5,7500.0,-1.0,0.2387,0.3191
5.0,7500.0,-1.0,0.2405,0.3151
1.0,7750.0,-1.0,0.3342,0.2607
1.5,7750.0,-1.0,0.3287,0.2632
2.0,7750.0,-1.0,0.3313,0.2578
2.5,7750.0,-1.0,0.3393,0.2472
3.0,7750.0,-1.0,0.3435,0.2417
3.5,7750.0,-1.0,0.3415,0.2436
4.0,7750.0,-1.0,0.3423,0.2399
4.5,7750.0,-1.0,0.2297,0.3236
5.0,7750.0,-1.0,0.228,0.321
1.0,8000.0,-1.0,0.3179,0.2661
1.5,8000.0,-1.0,0.3061,0.2735
2.0,8000.0,-1.0,0.3037,0.2723
2.5,8000.0,-1.0,0.3089,0.2647
3.0,8000.0,-1.0,0.3181,0.2537
3.5,8000.0,-1.0,0.3204,0.2517
4.0,8000.0,-1.0,0.3176,0.256
4.5,8000.0,-1.0,0.3184,0.2526
5.0,8000.0,-1.0,0.2133,0.3282
1.0,8250.0,-1.0,0.3106,0.2642
1.5,8250.0,-1.0,0.2899,0.2791
2.0,8250.0,-1.0,0.2823,0.2814
2.5,8250.0,-1.0,0.2831,0.2774
3.0,8250.0,-1.0,0.2904,0.2683
3.5,8250.0,-1.0,0.2997,0.2581
4.0,8250.0,-1.0,0.2993,0.2607
4.5,8250.0,-1.0,0.2958,0.2664
5.0,8250.0,-1.0,0.2947,0.2648
1.5,8500.0,-1.0,0.2782,0.2819
2.0,8500.0,-1.0,0.2666,0.2865
2.5,8500.0,-1.0,0.2635,0.285
3.0,8500.0,-1.0,0.2672,0.279
3.5,8500.0,-1.0,0.2749,0.2703
4.0,8500.0,-1.0,0.2831,0.2621
4.5,8500.0,-1.0,0.2782,0.2714
5.0,8500.0,-1.0,0.2761,0.2748
1.5,8750.0,-1.0,0.2709,0.2822
2.0,8750.0,-1.0,0.2536,0.29
2.5,8750.0,-1.0,0.2484,0.2893
3.0,8750.0,-1.0,0.2488,0.2858
3.5,8750.0,-1.0,0.2538,0.2796
4.0,8750.0,-1.0,0.2623,0.2708
4.5,8750.0,-1.0,0.2665,0.2679
5.0,8750.0,-1.0,0.2592,0.2808
1.5,9000.0,-1.0,0.2667,0.2811
2.0,9000.0,-1.0,0.2447,0.2909
2.5,9000.0,-1.0,0.235,0.2928
3.0,9000.0,-1.0,0.2328,0.2907
3.5,9000.0,-1.0,0.2365,0.2854
4.0,9000.0,-1.0,0.2438,0.2782
4.5,9000.0,-1.0,0.253,0.2691
5.0,9000.0,-1.0,0.2639,0.2583
2.0,9250.0,-1.0,0.2381,0.2906
2.5,9250.0,-1.0,0.2262,0.2928
